,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,2.120373010635376,2.938061475753784,0.0982001582278481,,,,,,,
391,,1.4373371601104736,0.4901107594936709,1.6995588541030884,4.1676342487335205,0.3960997442455243,4.1676342487335205,1.441192388534546,1.441192388534546,True
