,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.6816370487213135,18.136722564697266,0.05429193037974683,,,,,,,,
391,,1.417163372039795,0.4924841772151899,1.854292631149292,19.780067682266235,0.38520620210701245,19.780067682266235,True,1.775963306427002,1.775963306427002,True
