,train_cost,initialization_took,train_accuracy,test_cost,test_accuracy,total_took,iteration_took,epoch_took
0,2.3024117946624756,8.922036170959473,0.09932480450632221,2.302341938018799,0.10299346446990967,,,
1,,,,,,8.936413049697876,0.011629104614257812,
2,,,,,,8.95346212387085,0.01342320442199707,
3,,,,,,8.968911170959473,0.011993169784545898,
4,,,,,,8.982563018798828,0.011043787002563477,
5,,,,,,8.995758056640625,0.010955095291137695,
6,,,,,,9.009100198745728,0.01085805892944336,
7,,,,,,9.023116111755371,0.010737180709838867,
8,,,,,,9.035791158676147,0.010657072067260742,
9,,,,,,9.048200130462646,0.010608911514282227,
10,,,,,,9.060500144958496,0.010566949844360352,
11,,,,,,9.073110103607178,0.010949134826660156,
12,,,,,,9.085411071777344,0.010487794876098633,
13,,,,,,9.097933053970337,0.010922908782958984,
14,,,,,,9.110031127929688,0.010534048080444336,
15,,,,,,9.121824026107788,0.010373115539550781,
16,,,,,,9.133816003799438,0.010621070861816406,
17,,,,,,9.146035194396973,0.010342836380004883,
18,,,,,,9.158010005950928,0.010609149932861328,
19,,,,,,9.169800996780396,0.01042485237121582,
20,,,,,,9.181318998336792,0.010293006896972656,
21,,,,,,9.193202018737793,0.010679960250854492,
22,,,,,,9.204573154449463,0.010225057601928711,
23,,,,,,9.216217041015625,0.010378122329711914,
24,,,,,,9.227757215499878,0.0103759765625,
25,,,,,,9.23914098739624,0.010192155838012695,
26,,,,,,9.250829219818115,0.010555028915405273,
27,,,,,,9.26225209236145,0.010283231735229492,
28,,,,,,9.273603200912476,0.010228157043457031,
29,,,,,,9.285202026367188,0.010464906692504883,
30,,,,,,9.296558141708374,0.01023411750793457,
31,,,,,,9.308596134185791,0.010579109191894531,
32,,,,,,9.320061206817627,0.01032710075378418,
33,,,,,,9.331412076950073,0.010218143463134766,
34,,,,,,9.343196153640747,0.010650873184204102,
35,,,,,,9.354695081710815,0.010345935821533203,
36,,,,,,9.36608099937439,0.010206222534179688,
37,,,,,,9.377674102783203,0.010473012924194336,
38,,,,,,9.389278173446655,0.010334014892578125,
39,,,,,,9.400986194610596,0.010370016098022461,
40,,,,,,9.412378072738647,0.01025080680847168,
41,,,,,,9.423772096633911,0.010249853134155273,
42,,,,,,9.435394048690796,0.010497093200683594,
43,,,,,,9.446791172027588,0.010262012481689453,
44,,,,,,9.458124160766602,0.010218143463134766,
45,,,,,,9.469808101654053,0.010556936264038086,
46,,,,,,9.481173992156982,0.010236978530883789,
47,,,,,,9.492794036865234,0.010484933853149414,
48,,,,,,9.504566192626953,0.010534048080444336,
49,,,,,,9.516383171081543,0.010406017303466797,
50,,,,,,9.527783155441284,0.010267972946166992,
51,,,,,,9.539553165435791,0.010651111602783203,
52,,,,,,9.550945043563843,0.01025700569152832,
53,,,,,,9.562298059463501,0.010217905044555664,
54,,,,,,9.573649168014526,0.010229110717773438,
55,,,,,,9.585026025772095,0.010202169418334961,
56,,,,,,9.59636902809143,0.010210990905761719,
57,,,,,,9.608363151550293,0.010231971740722656,
58,,,,,,9.619717121124268,0.010211944580078125,
59,,,,,,9.631103992462158,0.010236978530883789,
60,,,,,,9.642479181289673,0.010214090347290039,
61,,,,,,9.653809070587158,0.01020503044128418,
62,,,,,,9.665192127227783,0.010206937789916992,
63,,,,,,9.67654013633728,0.01021885871887207,
64,,,,,,9.687952995300293,0.010259151458740234,
65,,,,,,9.699282169342041,0.010189056396484375,
66,,,,,,9.710655212402344,0.010204076766967773,
67,,,,,,9.722011089324951,0.010212898254394531,
68,,,,,,9.733363151550293,0.010226964950561523,
69,,,,,,9.744876146316528,0.010245084762573242,
70,,,,,,9.75620698928833,0.010198116302490234,
71,,,,,,9.767616033554077,0.01021718978881836,
72,,,,,,9.779009103775024,0.010246992111206055,
73,,,,,,9.79040002822876,0.01025700569152832,
74,,,,,,9.80220103263855,0.010608196258544922,
75,,,,,,9.813629150390625,0.010239839553833008,
76,,,,,,9.825051069259644,0.010239839553833008,
77,,,,,,9.83638620376587,0.010194063186645508,
78,,,,,,9.847739219665527,0.010214090347290039,
79,,,,,,9.859145164489746,0.010272026062011719,
80,,,,,,9.870505094528198,0.01022195816040039,
81,,,,,,9.881893157958984,0.010246038436889648,
82,,,,,,9.893218994140625,0.01020503044128418,
83,,,,,,9.904591083526611,0.010191917419433594,
84,,,,,,9.915951013565063,0.010210990905761719,
85,,,,,,9.927287101745605,0.01019906997680664,
86,,,,,,9.938615083694458,0.010202884674072266,
87,,,,,,9.949928998947144,0.010198116302490234,
88,,,,,,9.961387157440186,0.010316133499145508,
89,,,,,,9.973145008087158,0.010569095611572266,
90,,,,,,9.984492063522339,0.010214090347290039,
91,,,,,,9.99586009979248,0.01022791862487793,
92,,,,,,10.007208108901978,0.010213851928710938,
