,train_cost,test_cost,initialization_took,total_took,iteration_took,epoch_took,final_total_took
0,2.3025739192962646,2.3025012016296387,20.360415935516357,,,,
1,,,,20.373955011367798,0.011140108108520508,,
2,,,,20.38560199737549,0.010452032089233398,,
3,,,,20.39735198020935,0.010601043701171875,,
4,,,,20.40871810913086,0.010245084762573242,,
5,,,,20.419994115829468,0.010162830352783203,,
6,,,,20.431276082992554,0.010168075561523438,,
7,,,,20.442550897598267,0.01018214225769043,,
8,,,,20.453824043273926,0.010161876678466797,,
9,,,,20.465131998062134,0.01018381118774414,,
10,,,,20.476404905319214,0.010158061981201172,,
11,,,,20.487657070159912,0.010158061981201172,,
12,,,,20.49893593788147,0.010157108306884766,,
13,,,,20.510236978530884,0.010185003280639648,,
14,,,,20.521498918533325,0.010147809982299805,,
15,,,,20.53281593322754,0.010172128677368164,,
16,,,,20.54412603378296,0.010211944580078125,,
17,,,,20.555373907089233,0.010149955749511719,,
18,,,,20.566646099090576,0.010164022445678711,,
19,,,,20.577889919281006,0.010145902633666992,,
20,,,,20.589210033416748,0.010170936584472656,,
21,,,,20.600477933883667,0.010149955749511719,,
22,,,,20.611779928207397,0.010152101516723633,,
23,,,,20.623115062713623,0.010151147842407227,,
24,,,,20.634362936019897,0.010151147842407227,,
25,,,,20.645738124847412,0.010179996490478516,,
26,,,,20.657018899917603,0.010161876678466797,,
27,,,,20.668337106704712,0.010163068771362305,,
28,,,,20.679620027542114,0.010164022445678711,,
29,,,,20.69089412689209,0.010154962539672852,,
30,,,,20.70215606689453,0.010161876678466797,,
31,,,,20.713433980941772,0.010165929794311523,,
32,,,,20.72473907470703,0.010170936584472656,,
33,,,,20.736078023910522,0.01016688346862793,,
34,,,,20.747350931167603,0.010168075561523438,,
35,,,,20.75860095024109,0.010155200958251953,,
36,,,,20.769860982894897,0.010155916213989258,,
37,,,,20.781136989593506,0.010173797607421875,,
38,,,,20.792431116104126,0.010184049606323242,,
39,,,,20.803723096847534,0.010177135467529297,,
40,,,,20.815563917160034,0.010142087936401367,,
41,,,,20.82686710357666,0.010188102722167969,,
42,,,,20.838144063949585,0.010170936584472656,,
43,,,,20.84948492050171,0.010165929794311523,,
44,,,,20.860855102539062,0.010184049606323242,,
45,,,,20.872195959091187,0.01016378402709961,,
46,,,,20.883464097976685,0.010158061981201172,,
47,,,,20.89478302001953,0.010169029235839844,,
48,,,,20.906033992767334,0.01014089584350586,,
49,,,,20.917315006256104,0.010159969329833984,,
50,,,,20.928632020950317,0.01020193099975586,,
51,,,,20.939961910247803,0.010181188583374023,,
52,,,,20.9512300491333,0.010164976119995117,,
53,,,,20.962517976760864,0.010170936584472656,,
54,,,,20.973879098892212,0.010255098342895508,,
55,,,,20.985217094421387,0.010219097137451172,,
56,,,,20.99655508995056,0.010206937789916992,,
57,,,,21.00792908668518,0.010259151458740234,,
58,,,,21.01925802230835,0.01016092300415039,,
59,,,,21.030534029006958,0.010172843933105469,,
60,,,,21.04180598258972,0.010162830352783203,,
61,,,,21.053091049194336,0.010164976119995117,,
62,,,,21.0643949508667,0.010172128677368164,,
63,,,,21.07567310333252,0.01018214225769043,,
64,,,,21.08693504333496,0.010156869888305664,,
65,,,,21.09827208518982,0.010167121887207031,,
66,,,,21.10956597328186,0.010187864303588867,,
67,,,,21.120847940444946,0.010161161422729492,,
68,,,,21.132155895233154,0.010182857513427734,,
69,,,,21.14345097541809,0.010195016860961914,,
70,,,,21.15479302406311,0.010221004486083984,,
71,,,,21.16606307029724,0.010159969329833984,,
72,,,,21.17741894721985,0.010170221328735352,,
73,,,,21.188705921173096,0.010164976119995117,,
74,,,,21.199963092803955,0.01013803482055664,,
75,,,,21.21123194694519,0.010159015655517578,,
76,,,,21.222502946853638,0.0101470947265625,,
77,,,,21.23385500907898,0.010176897048950195,,
78,,,,21.245103120803833,0.010142087936401367,,
79,,,,21.25638198852539,0.010154008865356445,,
80,,,,21.267621994018555,0.01013493537902832,,
81,,,,21.27891206741333,0.010142087936401367,,
82,,,,21.290263891220093,0.010246992111206055,,
83,,,,21.301573991775513,0.010164022445678711,,
84,,,,21.313020944595337,0.010210990905761719,,
85,,,,21.324377059936523,0.010172843933105469,,
86,,,,21.33563208580017,0.010163068771362305,,
87,,,,21.346893072128296,0.010153055191040039,,
88,,,,21.358158111572266,0.010164976119995117,,
89,,,,21.369415998458862,0.01016092300415039,,
90,,,,21.380690097808838,0.010162115097045898,,
91,,,,21.39195489883423,0.010168075561523438,,
92,,,,21.403255939483643,0.0101470947265625,,
93,,,,21.414763927459717,0.010179996490478516,,
