,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finished,training_finish_requested
0,3.6818220615386963,6.635500431060791,0.012658227848101266,,,,,,,,
391,,1.4276652336120605,0.4853639240506329,1.728731393814087,17.2113835811615,0.38488650901238325,17.2113835811615,1.6501901149749756,1.6501901149749756,,
782,,1.291628122329712,0.5447982594936709,1.343234658241272,16.975409746170044,0.5211357097796467,34.18679332733154,1.4646499156951904,3.114840030670166,,
1173,,1.1573508977890015,0.5895965189873418,1.2080587148666382,16.902772665023804,0.574036924582918,51.08956599235535,1.4720475673675537,4.58688759803772,True,True
