,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,2.0750370025634766,2.938061475753784,0.0982001582278481,,,,,,,
391,,1.4392857551574707,0.486748417721519,1.7002719640731812,4.097776651382446,0.39589194370352704,4.097776651382446,1.4452447891235352,1.4452447891235352,True
