,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,4.814650058746338,5.855502128601074,0.09107990506329114,,,,,,,,
391,,1.2949339151382446,0.5378757911392406,1.6054707765579224,18.168514728546143,0.43538203324808183,18.168514728546143,True,1.6825807094573975,1.6825807094573975,True
