,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,2.0798230171203613,2.938061475753784,0.0982001582278481,,,,,,,
391,,1.4373995065689087,0.48753955696202533,1.6995577812194824,4.118621826171875,0.39618366362188784,4.118621826171875,1.4543569087982178,1.4543569087982178,True
