,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,2.039905071258545,2.938061475753784,0.0982001582278481,,,,,,,
391,,1.4383913278579712,0.4880340189873418,1.6998531818389893,4.164729356765747,0.39601182861401296,4.164729356765747,1.437027931213379,1.437027931213379,True
