,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,2.0839059352874756,2.938061475753784,0.0982001582278481,,,,,,,
391,,1.4387881755828857,0.48753955696202533,1.7000575065612793,4.134491205215454,0.3957520779746268,4.134491205215454,1.461345911026001,1.461345911026001,True
